filename,labels
dirty_casserole_with_food_residue_and_food_stains_289.jpg,"food, casserole, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_272.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_62.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_425.jpg,"stains, dirty"
coffee_cups_with_coffee_stains_10.jpg,"stains, cups, coffee"
dirty_wine_glass_with_red_wine_stains_343.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_118.jpg,"food, wok, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_357.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_431.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_266.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_76.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_419.jpg,"stains, dirty"
dirty_glasses_with_milk_and_coffee_stains_180.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_130.jpg,"food, wok, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_124.jpg,"food, wok, residue, dirty, stains"
burnt_pan_with_residue_289.jpg,"burnt, pan, residue"
dirty_glasses_with_milk_and_coffee_stains_194.jpg,"stains, dirty, coffee"
coffee_cups_with_coffee_stains_38.jpg,"stains, cups, coffee"
burnt_pan_with_residue_262.jpg,"burnt, pan, residue"
unwashed_plates_231.jpg,
dirty_dutch_oven_with_food_residue_and_food_stains_30.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wine_glass_with_red_wine_stains_380.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_394.jpg,"stains, dirty"
dirty_dutch_oven_with_food_residue_and_food_stains_24.jpg,"food, dutch, residue, dirty, oven, stains"
burnt_pan_with_residue_276.jpg,"burnt, pan, residue"
unwashed_plates_225.jpg,
dirty_glasses_with_milk_and_coffee_stains_143.jpg,"stains, dirty, coffee"
unwashed_plates_2.jpg,
dirty_dutch_oven_with_food_residue_and_food_stains_18.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_glasses_with_milk_and_coffee_stains_157.jpg,"stains, dirty, coffee"
unwashed_plates_219.jpg,
dirty_sauce_pan_with_sauce_residue_299.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_89.jpg,"pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_19.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_sauce_pan_with_sauce_residue_88.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_298.jpg,"pan, dirty, residue"
unwashed_plates_218.jpg,
dirty_glasses_with_milk_and_coffee_stains_156.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_142.jpg,"stains, dirty, coffee"
unwashed_plates_3.jpg,
dirty_dutch_oven_with_food_residue_and_food_stains_25.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wine_glass_with_red_wine_stains_395.jpg,"stains, dirty"
unwashed_plates_224.jpg,
burnt_pan_with_residue_277.jpg,"burnt, pan, residue"
unwashed_plates_230.jpg,
burnt_pan_with_residue_263.jpg,"burnt, pan, residue"
dirty_wine_glass_with_red_wine_stains_381.jpg,"stains, dirty"
dirty_dutch_oven_with_food_residue_and_food_stains_31.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wok_with_food_residue_and_food_stains_125.jpg,"food, wok, residue, dirty, stains"
coffee_cups_with_coffee_stains_39.jpg,"stains, cups, coffee"
dirty_glasses_with_milk_and_coffee_stains_195.jpg,"stains, dirty, coffee"
burnt_pan_with_residue_288.jpg,"burnt, pan, residue"
dirty_glasses_with_milk_and_coffee_stains_181.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_418.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_131.jpg,"food, wok, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_356.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_119.jpg,"food, wok, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_77.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_267.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_430.jpg,"stains, dirty"
coffee_cups_with_coffee_stains_11.jpg,"stains, cups, coffee"
dirty_wine_glass_with_red_wine_stains_424.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_63.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_273.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_342.jpg,"stains, dirty"
dirty_glasses_with_milk_and_coffee_stains_354.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_482.jpg,"food, wok, residue, dirty, stains"
dirty_casserole_with_food_residue_and_food_stains_288.jpg,"food, casserole, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_432.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_426.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_496.jpg,"food, wok, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_48.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_340.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_60.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_368.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_197.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_183.jpg,"stains, dirty"
dirty_saute_pan_with_burnt_residue_74.jpg,"burnt, pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_441.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_59.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_222.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_397.jpg,"stains, dirty, coffee"
greasy_plates_with_food_stains_212.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_214.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wine_glass_with_red_wine_stains_168.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_27.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_327.jpg,"food, wok, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_333.jpg,"food, wok, residue, dirty, stains"
burnt_pan_with_residue_38.jpg,"burnt, pan, residue"
dirty_wine_glass_with_red_wine_stains_33.jpg,"stains, dirty"
greasy_plates_with_food_stains_206.jpg,"stains, food"
dirty_glasses_with_milk_and_coffee_stains_383.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_236.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_200.jpg,"food, dutch, residue, dirty, oven, stains"
coffee_cups_with_coffee_stains_239.jpg,"stains, cups, coffee"
dirty_wok_with_food_residue_and_food_stains_455.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_65.jpg,"stains, dirty, coffee"
dirty_dutch_oven_with_food_residue_and_food_stains_228.jpg,"food, dutch, residue, dirty, oven, stains"
coffee_cups_with_coffee_stains_211.jpg,"stains, cups, coffee"
burnt_pan_with_residue_10.jpg,"burnt, pan, residue"
dirty_wine_glass_with_red_wine_stains_154.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_277.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_140.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_263.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_205.jpg,"stains, cups, coffee"
dirty_wok_with_food_residue_and_food_stains_469.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_71.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_395.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_220.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_290.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_46.jpg,"stains, food"
greasy_plates_with_food_stains_52.jpg,"stains, food"
dirty_wok_with_food_residue_and_food_stains_284.jpg,"food, wok, residue, dirty, stains"
burnt_pan_with_residue_129.jpg,"burnt, pan, residue"
dirty_glasses_with_milk_and_coffee_stains_234.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_381.jpg,"burnt, pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_3.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_91.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_152.jpg,
burnt_pan_with_residue_101.jpg,"burnt, pan, residue"
greasy_plates_with_food_stains_399.jpg,"stains, food"
unwashed_plates_34.jpg,
unwashed_plates_20.jpg,
unwashed_plates_146.jpg,
burnt_pan_with_residue_115.jpg,"burnt, pan, residue"
dirty_glasses_with_milk_and_coffee_stains_208.jpg,"stains, dirty, coffee"
dirty_casserole_with_food_residue_and_food_stains_85.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_359.jpg,"stains, cups, coffee"
dirty_dutch_oven_with_food_residue_and_food_stains_360.jpg,"food, dutch, residue, dirty, oven, stains"
greasy_plates_with_food_stains_366.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_356.jpg,"burnt, pan, dirty, residue"
dirty_casserole_with_food_residue_and_food_stains_459.jpg,"food, casserole, residue, dirty, stains"
greasy_plates_with_food_stains_85.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_430.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_400.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_406.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wok_with_food_residue_and_food_stains_253.jpg,"food, wok, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_247.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_91.jpg,"stains, food"
greasy_plates_with_food_stains_414.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_424.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_412.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_374.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_saute_pan_with_burnt_residue_342.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_372.jpg,"stains, food"
dirty_sauce_pan_with_sauce_residue_139.jpg,"pan, dirty, residue"
unwashed_plates_191.jpg,
dirty_casserole_with_food_residue_and_food_stains_465.jpg,"food, casserole, residue, dirty, stains"
dirty_casserole_with_food_residue_and_food_stains_52.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_365.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_111.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_403.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_303.jpg,"food, casserole, residue, dirty, stains"
dirty_casserole_with_food_residue_and_food_stains_317.jpg,"food, casserole, residue, dirty, stains"
greasy_plates_with_food_stains_428.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_418.jpg,"burnt, pan, dirty, residue"
coffee_cups_with_coffee_stains_417.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_105.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_371.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_46.jpg,"food, casserole, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_348.jpg,"food, dutch, residue, dirty, oven, stains"
unwashed_plates_185.jpg,
dirty_casserole_with_food_residue_and_food_stains_471.jpg,"food, casserole, residue, dirty, stains"
burnt_pan_with_residue_459.jpg,"burnt, pan, residue"
coffee_cups_with_coffee_stains_198.jpg,"stains, cups, coffee"
dirty_saute_pan_with_burnt_residue_197.jpg,"burnt, pan, dirty, residue"
dirty_saute_pan_with_burnt_residue_183.jpg,"burnt, pan, dirty, residue"
unwashed_plates_378.jpg,
unwashed_plates_436.jpg,
burnt_pan_with_residue_465.jpg,"burnt, pan, residue"
burnt_pan_with_residue_303.jpg,"burnt, pan, residue"
unwashed_plates_350.jpg,
dirty_dutch_oven_with_food_residue_and_food_stains_189.jpg,"food, dutch, residue, dirty, oven, stains"
burnt_pan_with_residue_317.jpg,"burnt, pan, residue"
unwashed_plates_344.jpg,
unwashed_plates_422.jpg,
burnt_pan_with_residue_471.jpg,"burnt, pan, residue"
dirty_sauce_pan_with_sauce_residue_449.jpg,"pan, dirty, residue"
dirty_saute_pan_with_burnt_residue_154.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_164.jpg,"stains, food"
greasy_plates_with_food_stains_170.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_140.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_176.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_casserole_with_food_residue_and_food_stains_129.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_222.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_101.jpg,"food, casserole, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_475.jpg,"pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_34.jpg,"food, wok, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_313.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_167.jpg,"stains, cups, coffee"
unwashed_plates_393.jpg,
dirty_saute_pan_with_burnt_residue_168.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_158.jpg,"stains, food"
unwashed_plates_387.jpg,
dirty_wok_with_food_residue_and_food_stains_20.jpg,"food, wok, residue, dirty, stains"
burnt_pan_with_residue_6.jpg,"burnt, pan, residue"
coffee_cups_with_coffee_stains_173.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_307.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_461.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_236.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_115.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_391.jpg,
coffee_cups_with_coffee_stains_165.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_311.jpg,"pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_36.jpg,"food, wok, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_477.jpg,"pan, dirty, residue"
dirty_casserole_with_food_residue_and_food_stains_103.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_220.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_117.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_234.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_463.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_305.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_171.jpg,"stains, cups, coffee"
dirty_wok_with_food_residue_and_food_stains_22.jpg,"food, wok, residue, dirty, stains"
burnt_pan_with_residue_4.jpg,"burnt, pan, residue"
unwashed_plates_385.jpg,
coffee_cups_with_coffee_stains_159.jpg,"stains, cups, coffee"
greasy_plates_with_food_stains_166.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_156.jpg,"burnt, pan, dirty, residue"
burnt_pan_with_residue_498.jpg,"burnt, pan, residue"
dirty_wine_glass_with_red_wine_stains_208.jpg,"stains, dirty"
dirty_saute_pan_with_burnt_residue_142.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_172.jpg,"stains, food"
dirty_sauce_pan_with_sauce_residue_339.jpg,"pan, dirty, residue"
unwashed_plates_352.jpg,
burnt_pan_with_residue_301.jpg,"burnt, pan, residue"
greasy_plates_with_food_stains_199.jpg,"stains, food"
burnt_pan_with_residue_467.jpg,"burnt, pan, residue"
unwashed_plates_434.jpg,
burnt_pan_with_residue_473.jpg,"burnt, pan, residue"
unwashed_plates_420.jpg,
unwashed_plates_346.jpg,
burnt_pan_with_residue_315.jpg,"burnt, pan, residue"
dirty_saute_pan_with_burnt_residue_195.jpg,"burnt, pan, dirty, residue"
dirty_casserole_with_food_residue_and_food_stains_8.jpg,"food, casserole, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_488.jpg,"pan, dirty, residue"
unwashed_plates_408.jpg,
burnt_pan_with_residue_329.jpg,"burnt, pan, residue"
dirty_saute_pan_with_burnt_residue_181.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_438.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_casserole_with_food_residue_and_food_stains_301.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_401.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_113.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_367.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_50.jpg,"food, casserole, residue, dirty, stains"
dirty_casserole_with_food_residue_and_food_stains_467.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_193.jpg,
dirty_saute_pan_with_burnt_residue_368.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_358.jpg,"stains, food"
dirty_casserole_with_food_residue_and_food_stains_473.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_187.jpg,
dirty_casserole_with_food_residue_and_food_stains_44.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_373.jpg,"stains, cups, coffee"
